post_id,content,rating,category,raw_text_feedback,client_id,agent_type,persona,platform,archetype,rag_queries_used,metadata,status,confidence_score,refinement_data,lab_entry_date,actionability_score,created_at,reviewed_at,notes
unknown_LinkedIn_Heart_1,"החורף כבר כאן, ואיתו מגיע גם היובש המטריד. ❄️  
העור שלנו זקוק לעוד קצת אהבה, במיוחד כשמדובר בעור רגיש או בעור שעבר שינויים כמו בהריון.  
💖 דמייני את הלחץ של העור שלך, את הגרד והתחושת אי-נוחות.  
יש פ",5,Other,"האורך מושלם, הדגשת את היתרונות באופן מאוד זורם ואמין",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Heart,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 78}",approved,0.57,2025-12-24 11:36:01,,1.0,,,Migrated from pending: Score 5 - Auto-approved (high satisfaction)
unknown_LinkedIn_Head_2,"כמובן ששמעת על היתרונות של חמאת שיאה, אוריאה וניאצינאמיד – שלושה מרכיבים עוצמתיים המעניקים לעור לחות ותחושת נינוחות.  
🧪 אבל מה בעצם קורה כאן?  
לפי מחקרים, אוריאה בריכוז של 7% מפחיתה את תחושת היובש ב",3,Length,"?השפה טובה, לא להשתמש ב""כמובן ששמעת"" בפתיחה  באופן גורף בכל הפלטפורמות, אלא האם שמעת? 
האורך קצר מדי, כדאי לפרט עוד על הרכיבים. הנימה המדעית ממש טובה",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Head,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 74}",approved,0.97,2025-12-24 11:38:37,,,,,
unknown_LinkedIn_Hands_3,"✨ רוצים לעבור את החורף הזה עם עור זוהר ונעים?  
בואו לגלות את תחליב הגוף מחדש של ליראק!  
🌈 בין אם את סובלת מעור יבש מאוד או מעור רגיש, המוצר הזה נועד עבורך.  
במיוחד עכשיו, הצעה בלעדית: קני אחד והשני",5,Platform_Fit,"זה פוסט מעולה, יותר מתאים לפייסבוק או אינסטגרם, לינקדאין אמור לפנות לרכישה מרוכזת של בתי מרקחת וכו'. או מנהלת מש""א בחברה גדולה",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Hands,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 65}",approved,0.6599999999999999,2025-12-24 11:40:10,,1.0,,,Migrated from pending: Score 5 - Auto-approved (high satisfaction)
unknown_Facebook_Heart_1,"היי אהובות,  
כולנו מכירות את התחושה הזו, כשהעור שלנו פשוט ""צועק"" לעזרה. במיוחד בחורף, כשהקור יוצר יובש, גרד ואי נוחות.  
אני זוכרת את הפעם הראשונה שהרגשתי את זה – עמדתי מול המראה, והעור שלי היה כל כך",1,Words,אני לא רוצה בכלל שיהיו סיפורים בגוף ראשון כי מדובר על פרסום של חברה גדולה ולא בלוגרית. המקף הארוך לא מתאים ותימנע ממנו באופן גורף. ההנעה לפעולה לשיתוף לא מץתאימה אלא להיכנס לאתר ליראק ולרכוש שם,Lierac,facebook_copywriter,Friendly Dana,Facebook,Heart,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 97}",approved,0.7499999999999999,2025-12-24 11:41:50,,0.9,,,Migrated from pending: Actionable - Specific suggestions and structural issues identified
unknown_Facebook_Head_2,"היי יפות,  
רבות מהלקוחות שלי שואלות אותי איך לשמור על עור רך ומלא לחות, במיוחד בעונות היבשות. התשובה היא פשוטה – מסלול טיפוח נכון!  
תחליב גוף כמו ""ומרגיע תחליב גוף מחדש"" לא רק מעניק לחות, אלא גם עוז",1,Structure,אני לא רוצה בכלל שיהיו סיפורים בגוף ראשון כי מדובר על פרסום של חברה גדולה ולא קוסמטיקאית. המקף הארוך לא מתאים ותימנע ממנו באופן גורףהטון מקצועי רהוט וטוב,Lierac,facebook_copywriter,Friendly Dana,Facebook,Head,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 82}",approved,1.0,2025-12-24 11:42:47,,,,,
unknown_Facebook_Hands_3,"היי אהובות,  
אני יודעת כמה זה מתסכל לחוות יובש בעור, ולכן אני שמחה להציע לכן הזדמנות מדהימה!  
רכישה של ""ומרגיע תחליב גוף מחדש"" תביא לכם את השני ב-50% הנחה! כן, שמעתן נכון! 🎉  
תנו לעצמכן את התענוג ש",1,Structure,מתאים פה יותר גוף ראשון רבות  כי מדובר על פרסום של חברה גדולה ולא בלוגרית. זוג החיצים הכפולים לא מתאים ותימנע ממנו באופן גורף. ההנעה לפעולה לשיתוף לא מץתאימה אלא להיכנס לאתר ליראק ולרכוש שם את ההנעה השיווקית לכתוב בסוף ולא בראש הפוסט,Lierac,facebook_copywriter,Friendly Dana,Facebook,Hands,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 73}",approved,0.82,2025-12-24 11:44:16,,,,,
unknown_Instagram_Heart_1,"✨ ""האם את מחכה לרגע שבו העור שלך ירגיש רך ונעים שוב?"" ✨  
ההרגשה של עור יבש היא לא קלה.  
אבל עכשיו יש פתרון!  
עם תחליב הגוף שלנו, תספגי לחות מדהימה  
ותחושי את הרוגע בכל מריחה.  
חמאת שיאה, אוריאה ו",5,Platform_Fit,"הטון החברי ממש יפה, ובשילוב עם התועלות של המוצר זה מתקבל מעולה",Lierac,instagram_copywriter,Friendly Dana,Instagram,Heart,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 61}",approved,0.7899999999999998,2025-12-24 11:45:11,,1.0,,,Migrated from pending: Score 5 - Auto-approved (high satisfaction)
unknown_Instagram_Head_2,"📌 ""למה עור יבש לא צריך להיות חלק מחייך?""  
כמובן שאת רוצה עור רך וזוהר.  
ההיכרות עם תחליב הגוף שלנו תעשה את ההבדל!  
✅ מועשר בחמאת שיאה: להזנה אינטנסיבית.  
✅ אוריאה בריכוז 7%: לחות מושלמת.  
✅ ניאצי",1,Words,"הנעהנ לפעולה לא מדוייקת: לא שתפי אלאל לינק בביו, והניסוח של הפתיחה לא טוב. צריכה להיות נגיעה בכאב: נמאס לך לסבול מעור יבש ומגרד בחורף?",Lierac,instagram_copywriter,Friendly Dana,Instagram,Head,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 57}",approved,0.6299999999999999,2025-12-24 11:46:39,,0.9,,,Migrated from pending: Actionable - Specific issues with wording and structure identified
unknown_Instagram_Hands_3,"🚨 ""הזדמנות שלא תרצי לפספס!"" 🚨  
קני אחד, והשני ב-50% הנחה!  
התחליב שלנו לא רק מרגיע - הוא מהפכני!  
אל תתני ליובש להפריע לך להרגיש טוב.  
✨ הזמן מוגבל - הזמיני עכשיו ותהני מעור רך וזוהר!  
נכנסת לאתר",1,Tone,שיווקי מדי ולא אמין,Lierac,instagram_copywriter,Friendly Dana,Instagram,Hands,[],"{""session_id"": ""unknown"", ""generation_time"": 108.06589603424072, ""word_count"": 46}",approved,0.6,2025-12-24 11:46:54,,0.9,,,Migrated from pending: Actionable - Tone issue: too marketing-oriented and untrustworthy
unknown_LinkedIn_Heart_1,"כשאת מתבוננת במראה, מה את רואה? 🌟
עור עייף, חסר חיים? תחושה של חוסר ברק? את לא לבד! כולנו חוות את השינויים בעור שלנו, במיוחד כשיש לחץ יומיומי וחורף קר. 
מסכת פילינג זוהר של ליאראק נוצרה בדיוק עבור רגע",1,Other,"חשוב להדגיש שבלינקדאין מדובר ברשת חברתית מקצועית ולכן הפנייה כאן צריכה להיות ברמת החברה (נניח,  למנהלות משאבי אנוש למתנות לצוות, למנהלים  וכן הלאה)",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Heart,[],"{""session_id"": ""unknown"", ""generation_time"": 89.15840935707092, ""word_count"": 80}",pending,0.48,2025-12-24 14:42:43,,,,,0.9
unknown_LinkedIn_Heart_1,"האם אי פעם הרגשת שהעור שלך זקוק לרענון מיידי? 🌟  
כולנו מכירים את התחושה הזו - עור עייף, חסר חיוניות וברק, במיוחד לפני אירועים חשובים.  
מסכת פילינג זוהר שלנו מציעה פתרון מהיר, שמחזיר את הזוהר לעור של",1,Strategic Miss / DNA Mismatch,"באופן כללי בלינקדאין הפנייה היא לא אישית כמו ברשתות אחרות. זו רשת מקצועית ולכן פונה לחלק המקצועי של האדם כלומר אם ברשתות אחרות פונים ללקוחות ישירות B2C,
כאן פונים לעסקים אחרים - לדוגמא מנהלות משאבי אנוש שתרכוש מארזית, מנהלים שיעשו פעילות או משהו בסגנון. סגנון B2B",Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Heart,[],"{""session_id"": ""unknown"", ""generation_time"": 118.88078308105469, ""word_count"": 99}",approved,0.7899999999999998,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""התאמה שגויה לפלטפורמה (פוסט נשמע כמו פלטפורמה אחרת)"", ""טון שגוי לחלוטין לקהל יעד"", ""לא משקף את DNA של הלקוח""], ""selected_followup"": [], ""short_explanation"": ""לינקדאין זו פלטפורמה B2B ולא B2C ולכן הפנייה צריכה להיות למנהלים או אנשי רווחה או משהו דומה בארגונים"", ""refined_at"": ""2025-12-24T17:59:37.958821""}",2025-12-24T17:57:11.817075,0.0,2025-12-24 15:08:45,2025-12-24 15:59:37,Refined in Lab: לינקדאין זו פלטפורמה B2B ולא B2C ולכן הפנייה צריכה
unknown_LinkedIn_Heart_1,"מרגישים שהעור שלכם זקוק לבוסט של זוהר? 🌟 
כולנו מכירים את התחושה הזו של עור עייף וחסר חיוניות, במיוחד לפני אירועים חשובים. מסכת פילינג זוהר של ליראק נוצרה בדיוק בשביל זה. ✅ הלקוחות מדווחים על שיפור מד",3,Strategic Miss / DNA Mismatch,"רשת הלינקדאין היא רשת מקצועית ולכן הפניה בה לא צריכה להיות ישירות ללקוח B2C
אלא לרמה מקצועית וברמת עסק, למשל מנהלת משאבי אנוש לרכישת מארזים, הנחות לארגונים וכן הלאה יותר אסטרטגיה של B2B",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Heart,[],"{""session_id"": ""unknown"", ""generation_time"": 108.84199404716492, ""word_count"": 80}",approved,0.6699999999999999,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""התאמה שגויה לפלטפורמה (פוסט נשמע כמו פלטפורמה אחרת)"", ""טון שגוי לחלוטין לקהל יעד"", ""לא משקף את DNA של הלקוח""], ""selected_followup"": [], ""short_explanation"": ""אמור לפנות לאנשים מרכזים בארגונים או חברות"", ""refined_at"": ""2025-12-24T18:01:53.598637""}",2025-12-24T17:57:11.817097,0.0,2025-12-24 15:32:15,2025-12-24 16:01:53,Refined in Lab: אמור לפנות לאנשים מרכזים בארגונים או חברות
test_strategic_miss_001,Test content for strategic miss...,3,Strategic Miss / DNA Mismatch,"B2C תשת הלי""גנדאין היא רשת מקצועית ולכן הפיפה בה לא צריכה להיות ישירתית ללקוח",Lierac,linkedin_copywriter,Professional,LinkedIn,Head,"[""test_query""]","{""test"": true}",approved,0.6699999999999999,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""התאמה שגויה לפלטפורמה (פוסט נשמע כמו פלטפורמה אחרת)"", ""טון שגוי לחלוטין לקהל יעד"", ""לא משקף את DNA של הלקוח""], ""selected_followup"": [], ""short_explanation"": ""הפנייה צריכה להיות לחברות וארגונים, לא לגבר או אישה"", ""refined_at"": ""2025-12-24T17:46:41.159775""}",2025-12-24T17:37:34.583964,0.0,2025-12-24 15:37:34,2025-12-24 15:46:41,"Refined in Lab: הפנייה צריכה להיות לחברות וארגונים, לא לגבר או איש"
20251225_000219_LinkedIn_Heart_1,"🌞 האם את מרגישה את השמש מחממת את פנייך? השמש היא מקור אור ויופי, אך גם כזו שמביאה איתה אתגרים לעורנו. אני זוכרת את הרגעים בהם יצאתי מהבית, עם תחושת ביטחון בזוהר של עור שלי, אבל גם עם חשש מהשפעות המזיק",3,Strategic Miss / DNA Mismatch,ארכיטייפ שגוי,Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Heart,[],"{""session_id"": ""20251225_000219"", ""generation_time"": 144.7679922580719, ""word_count"": 104}",approved,0.73,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""ארכיטייפ שגוי (Head במקום Heart או להיפך)""], ""selected_followup"": [], ""short_explanation"": """", ""refined_at"": ""2025-12-25T00:10:19.813730""}",2025-12-25T00:07:47.683866,0.0,2025-12-24 22:07:47,2025-12-24 22:10:19,Refined in Lab: 
20251225_204843_LinkedIn_Heart_1,"היי אהובה, 🌟  
מרגישה שהעור שלך זקוק לפינוק? כמו כולנו, גם את נפלאה ומגיעה לזה!  
אם עברת יום ארוך או פשוט רוצה להרגיש טוב יותר, מסכת פילינג זוהר שלנו היא השידוך המושלם.  
הפילינג הזה לא רק שמסיר תאי ",1,Strategic Miss / DNA Mismatch,"הלינקדאין זה מקום שמתקשר בין עסקים או בין בעלי מקצוע ולא לאנשים פרטיים ולכן פנייה לגוף שני לא מתאימה. צריכה להיות פנייה אם כבר לאדם משפיע בארגון לדוגמא לרכישה מרוכזת או ""פנק את העובדים שלך"", ""עזור לנו לגייס את החברה שלך ל..."". דברים שקשורים לעסקים",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Heart,[],"{""session_id"": ""20251225_204843"", ""generation_time"": 85.62921380996704, ""word_count"": 73}",approved,0.6599999999999999,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""התאמה שגויה לפלטפורמה (פוסט נשמע כמו פלטפורמה אחרת)"", ""טון שגוי לחלוטין לקהל יעד"", ""לא משקף את DNA של הלקוח""], ""selected_followup"": [], ""short_explanation"": ""ניסוח ללינקדאין צריך להיות מכוון לחברות וארגונים"", ""refined_at"": ""2025-12-25T21:18:02.080951""}",2025-12-25T20:54:17.835537,0.0,2025-12-25 18:54:17,2025-12-25 19:18:02,Refined in Lab: ניסוח ללינקדאין צריך להיות מכוון לחברות וארגונים
20251225_204843_LinkedIn_Head_2,"היי לכולם,  
האם ידעתם ש-72% מהנשים מדווחות על הגברת זוהר לאחר שימוש במסכת פילינג זוהר?  
עם 92% רכיבים טבעיים וחומצה גליקולית טהורה, המוצר שלנו מבטיח פילינג עדין אך יעיל.  
המסכה פועלת גם לאיחוד גוון",1,Strategic Miss / DNA Mismatch,"הלינקדאין זה מקום שמתקשר בין עסקים או בין בעלי מקצוע ולא לאנשים פרטיים ולכן פנייה לגוף שני לא מתאימה. צריכה להיות פנייה אם כבר לאדם משפיע בארגון לדוגמא לרכישה מרוכזת או ""פנק את העובדים שלך"", ""עזור לנו לגייס את החברה שלך ל..."". דברים שקשורים לעסקים",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Head,[],"{""session_id"": ""20251225_204843"", ""generation_time"": 85.62921380996704, ""word_count"": 74}",approved,0.6599999999999999,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""התאמה שגויה לפלטפורמה (פוסט נשמע כמו פלטפורמה אחרת)"", ""טון שגוי לחלוטין לקהל יעד""], ""selected_followup"": [], ""short_explanation"": ""ניסוח ללינקדאין צריך להיות מכוון לחברות וארגונים"", ""refined_at"": ""2025-12-25T21:18:23.058903""}",2025-12-25T20:54:59.141904,0.0,2025-12-25 18:54:59,2025-12-25 19:18:23,Refined in Lab: ניסוח ללינקדאין צריך להיות מכוון לחברות וארגונים
20251225_204843_LinkedIn_Hands_3,"היי חברים!  
רוצים להחיות את זוהר פניכם? 🌟  
מסכת פילינג זוהר שלנו זמינה עכשיו במחיר מיוחד של 169 ₪ בלבד!  
עם תוצאות מיידיות כבר מהשימוש הראשון, והבטחת שיפור משמעותי במרקם ובאחידות גוון העור תוך חודש",1,Strategic Miss / DNA Mismatch,"הלינקדאין זה מקום שמתקשר בין עסקים או בין בעלי מקצוע ולא לאנשים פרטיים ולכן פנייה לגוף שני לא מתאימה. צריכה להיות פנייה אם כבר לאדם משפיע בארגון לדוגמא לרכישה מרוכזת או ""פנק את העובדים שלך"", ""עזור לנו לגייס את החברה שלך ל..."". דברים שקשורים לעסקים",Lierac,linkedin_copywriter,Friendly Dana,LinkedIn,Hands,[],"{""session_id"": ""20251225_204843"", ""generation_time"": 85.62921380996704, ""word_count"": 67}",approved,0.82,"{""category"": ""Strategic Miss / DNA Mismatch"", ""selected_options"": [""התאמה שגויה לפלטפורמה (פוסט נשמע כמו פלטפורמה אחרת)""], ""selected_followup"": [], ""short_explanation"": ""ניסוח ללינקדאין צריך להיות מכוון לחברות וארגונים"", ""refined_at"": ""2025-12-25T21:18:30.801377""}",2025-12-25T20:55:10.470605,0.0,2025-12-25 18:55:10,2025-12-25 19:18:30,Refined in Lab: ניסוח ללינקדאין צריך להיות מכוון לחברות וארגונים
20251226_100038_LinkedIn_Heart_1,"האם גם אתם מרגישים שהעור שלכם זקוק לתשומת לב מיוחדת? עם השנים, עור הפנים והצוואר שלנו עובר שינויים, ולעיתים זה יכול להרגיש מתסכל. סרום אבסולוט - פרימיום נועד בדיוק עבורכם. הוא לא רק מסייע לתקן את הסימ",2,Platform_Fit,אני חושב שחלק מהפניה ללינקדאין היא פנייה לארגונים וחברות שמעוניינים לצ'פר את העובדים שלהם. לפחות חלק מהפוסטים צריכים להיות מכוונים לשם.,Lierac,linkedin_copywriter,Professional Dana,LinkedIn,Heart,[],"{""session_id"": ""20251226_100038"", ""generation_time"": 122.87374019622803, ""word_count"": 72}",approved,0.7899999999999999,,,0.9,2025-12-26 08:05:46,,
